accepted_name,region_id,region_eco
Badilloa sphagnophila,BMHM,Bosques Muy Húmedos Montanos
Barnadesia blakeana,MA,Mesoandina
Barnadesia hutchisoniana,MA,Mesoandina
Barnadesia hutchisoniana,BS,Bosques Secos
Barnadesia macbridei,MA,Mesoandina
Barnadesia reticulata,MA,Mesoandina
Bartlettina macromeris,Sin datos,Sin datos
Bidens abadiae var. pilosoides,Sin datos,Sin datos
Bidens monticola,Sin datos,Sin datos
Bishopanthus soliceps,BMHM,Bosques Muy Húmedos Montanos
Borrichia peruviana,Sin datos,Sin datos
Calea szyszylowiczii,MDE,Matorral Desértico
Calea szyszylowiczii,MA,Mesoandina
Caxamarca sanchezii,MA,Mesoandina
Chaetanthera chiquianensis,MA,Mesoandina
Chaetanthera chiquianensis,PSH,Puna Húmeda y Seca
Chaetanthera cochlearifolia,AA,Altoandina
Chaetanthera peruviana,MA,Mesoandina
Chaetanthera peruviana,PSH,Puna Húmeda y Seca
Chaptalia callacallensis,PAR,PAR
Chaptalia callacallensis,BMHM,Bosques Muy Húmedos Montanos
Chaptalia isernina,Sin datos,Sin datos
Chaptalia malcabalensis,BMHM,Bosques Muy Húmedos Montanos
Chersodoma deltoidea,PAR,PAR
Chersodoma juanisernii,DST,Desierto Semicálido Tropical
Chersodoma juanisernii,MA,Mesoandina
Chersodoma ovopedata,PSH,Puna Húmeda y Seca
Chersodoma ovopedata,PAR,PAR
Chiliotrichiopsis peruviana,PSH,Puna Húmeda y Seca
Chromolaena anachoretica,MA,Mesoandina
Chromolaena eripsima,MA,Mesoandina
Chromolaena jelskii,BS,Bosques Secos
Chrysactinium breviscapum,PAR,PAR
Chrysactinium wurdackii,BMHM,Bosques Muy Húmedos Montanos
Chrysanthellum indicum,MA,Mesoandina
Chucoa ilicifolia,MA,Mesoandina
Chuquiraga johnstonii,MA,Mesoandina
Chuquiraga johnstonii,PSH,Puna Húmeda y Seca
Chuquiraga oblongifolia,PAR,PAR
Chuquiraga raimondiana,PSH,Puna Húmeda y Seca
Chuquiraga weberbaueri,PSH,Puna Húmeda y Seca
Chuquiraga weberbaueri,PAR,PAR
Coreopsis breviligulata,MA,Mesoandina
Coreopsis cajamarcana,MA,Mesoandina
Coreopsis canescentifolia,MA,Mesoandina
Coreopsis celendinensis,MA,Mesoandina
Coreopsis connata,MA,Mesoandina
Coreopsis dentifolia,MA,Mesoandina
Coreopsis dilloniana,MA,Mesoandina
Coreopsis fasciculata var. laevigata,MA,Mesoandina
Coreopsis ferreyrae,MA,Mesoandina
Coreopsis foliosa,BMHM,Bosques Muy Húmedos Montanos
Coreopsis glaucodes,MA,Mesoandina
Coreopsis tinctoria,MA,Mesoandina
Coreopsis helleborifolia,MA,Mesoandina
Coreopsis holodasya,PSH,Puna Húmeda y Seca
Coreopsis imbricata,Sin datos,Sin datos
Coreopsis integra,MA,Mesoandina
Coreopsis irmscheriana,DST,Desierto Semicálido Tropical
Coreopsis killipii,MA,Mesoandina
Coreopsis lopez-mirandae,BMHM,Bosques Muy Húmedos Montanos
Coreopsis macbridei,MDE,Matorral Desértico
Coreopsis microlepis,MA,Mesoandina
Coreopsis nodosa,Sin datos,Sin datos
Coreopsis oblanceolata,MA,Mesoandina
Coreopsis obovatifolia,MA,Mesoandina
Coreopsis parviceps,Sin datos,Sin datos
Coreopsis peruviana,MA,Mesoandina
Coreopsis pervelutina,MA,Mesoandina
Coreopsis piurana,MA,Mesoandina
Coreopsis poloe,MA,Mesoandina
Coreopsis polyactis,PAR,PAR
Coreopsis senaria,MA,Mesoandina
Coreopsis sherffii,MA,Mesoandina
Coreopsis sherffii,PSH,Puna Húmeda y Seca
Coreopsis woytkowskii,MA,Mesoandina
Critoniopsis ayabacensis,MA,Mesoandina
Critoniopsis gynoxiifolia,BPM,Bosques Pluviales Montanos
Critoniopsis jalcana,PAR,PAR
Critoniopsis jelskii,BMHM,Bosques Muy Húmedos Montanos
Critoniopsis macrofoliata,BMHM,Bosques Muy Húmedos Montanos
Critoniopsis oblongifolia,MA,Mesoandina
Critoniopsis paucartambensis,BMHM,Bosques Muy Húmedos Montanos
Critoniopsis peruviana,BMHM,Bosques Muy Húmedos Montanos
Critoniopsis quillonensis,MA,Mesoandina
Critoniopsis sagasteguii,MA,Mesoandina
Critoniopsis woytkowskii,MA,Mesoandina
Cronquistianthus bishopii,BMHM,Bosques Muy Húmedos Montanos
Cronquistianthus callacatensis,MDE,Matorral Desértico
Cronquistianthus callacatensis,MA,Mesoandina
Cronquistianthus callacatensis,PSH,Puna Húmeda y Seca
Cronquistianthus celendinensis,MA,Mesoandina
Cronquistianthus chachapoyensis,BMHM,Bosques Muy Húmedos Montanos
Cronquistianthus desmophyllus,MA,Mesoandina
Cronquistianthus determinatus,MA,Mesoandina
Cronquistianthus ferreyrii,MA,Mesoandina
Cronquistianthus glomeratus,MA,Mesoandina
Cronquistianthus lavandulifolius,MA,Mesoandina
Cronquistianthus lopez-mirandae,MA,Mesoandina
Cronquistianthus macbridei,BMHM,Bosques Muy Húmedos Montanos
Cronquistianthus marrubiifolius,MDE,Matorral Desértico
Cronquistianthus marrubiifolius,MA,Mesoandina
Cronquistianthus urubambensis,MA,Mesoandina
Cronquistianthus urubambensis,BPM,Bosques Pluviales Montanos
Cronquistianthus urubambensis,BMHM,Bosques Muy Húmedos Montanos
Cronquistianthus volkensii,MA,Mesoandina
Cronquistianthus volkensii,PSH,Puna Húmeda y Seca
Crossothamnus pascoanus,BMHM,Bosques Muy Húmedos Montanos
Crossothamnus weberbaueri,BMHM,Bosques Muy Húmedos Montanos
Cuatrecasanthus jelskii,Sin datos,Sin datos
Cuatrecasanthus sandemanii,BPM,Bosques Pluviales Montanos
Cuatrecasanthus sandemanii,BMHM,Bosques Muy Húmedos Montanos
Dasyphyllum brevispinum,MA,Mesoandina
Dasyphyllum cabrerae,BMHM,Bosques Muy Húmedos Montanos
Dasyphyllum horridum,MA,Mesoandina
Dasyphyllum hystrix var. peruvianum,MA,Mesoandina
Dasyphyllum leiocephalum,MA,Mesoandina
Dendrophorbium argutidentatum,PSH,Puna Húmeda y Seca
Dendrophorbium cosnipatense,BMHM,Bosques Muy Húmedos Montanos
Dendrophorbium dolichodoryium,BPM,Bosques Pluviales Montanos
Dendrophorbium goodspeedii,BPM,Bosques Pluviales Montanos
Dendrophorbium llewelynii,BPM,Bosques Pluviales Montanos
Dendrophorbium storkii,MA,Mesoandina
Dendrophorbium trigynum,Sin datos,Sin datos
Dendrophorbium vanillodorum,BMHP,Bosques Muy Húmedos Premontanos
Dendrophorbium vargasii,BMHM,Bosques Muy Húmedos Montanos
Dillandia chachapoyensis,BMHP,Bosques Muy Húmedos Premontanos
Diplostephium abietinum,BMHM,Bosques Muy Húmedos Montanos
Diplostephium affine,MA,Mesoandina
Diplostephium azureum,MA,Mesoandina
Diplostephium azureum,PSH,Puna Húmeda y Seca
Diplostephium azureum,PAR,PAR
Diplostephium cajamarquillense,PAR,PAR
Diplostephium callaense,MA,Mesoandina
Diplostephium callaense,PAR,PAR
Diplostephium callilepis,PSH,Puna Húmeda y Seca
Diplostephium carabayense,Sin datos,Sin datos
Diplostephium foliosissimum,PAR,PAR
Diplostephium foliosissimum,BPM,Bosques Pluviales Montanos
Diplostephium gnidioides,MA,Mesoandina
Diplostephium goodspeedii,BPM,Bosques Pluviales Montanos
Diplostephium gynoxyoides,PSH,Puna Húmeda y Seca
Diplostephium hippophae,BMHM,Bosques Muy Húmedos Montanos
Diplostephium konotrichum,BPM,Bosques Pluviales Montanos
Diplostephium lanatum,PSH,Puna Húmeda y Seca
Diplostephium lanatum,AA,Altoandina
Diplostephium oxapampanum,BMHM,Bosques Muy Húmedos Montanos
Diplostephium pearcei,PSH,Puna Húmeda y Seca
Diplostephium pulchrum,PSH,Puna Húmeda y Seca
Diplostephium sagasteguii,MA,Mesoandina
Diplostephium sagasteguii,PSH,Puna Húmeda y Seca
Diplostephium sagasteguii,PAR,PAR
Diplostephium sandiense,BPM,Bosques Pluviales Montanos
Diplostephium serratifolium,MA,Mesoandina
Diplostephium vermiculatum,Sin datos,Sin datos
Diplostephium weberbaueri,MA,Mesoandina
Diplostephium wurdackii,PAR,PAR
Dyssodia friasensis,MDE,Matorral Desértico
Dyssodia jelskii,MA,Mesoandina
Dyssodia lopez-mirandae,MA,Mesoandina
Dyssodia remota,MA,Mesoandina
Ellenbergia glandulata,BMHM,Bosques Muy Húmedos Montanos
Ellenbergia glandulata,BMHP,Bosques Muy Húmedos Premontanos
Encelia pilosiflora,DST,Desierto Semicálido Tropical
Erigeron incaicus,MA,Mesoandina
Erigeron minusculus,Sin datos,Sin datos
Ferreyranthus excelsus,MA,Mesoandina
Ferreyranthus excelsus,BS,Bosques Secos
Ferreyranthus fruticosus,MA,Mesoandina
Ferreyranthus fruticosus,BS,Bosques Secos
Ferreyranthus gentryi,BS,Bosques Secos
Ferreyranthus ramonii,BMHM,Bosques Muy Húmedos Montanos
Ferreyranthus rugosus,MA,Mesoandina
Ferreyranthus rugosus,BS,Bosques Secos
Ferreyranthus vaginans,MA,Mesoandina
Ferreyranthus vernonioides,MA,Mesoandina
Ferreyrella cuatrecasasii,MA,Mesoandina
Fleischmannia altihuanucana,MA,Mesoandina
Fleischmannia cajamarcensis,MA,Mesoandina
Fleischmannia davidsmithii,BMHM,Bosques Muy Húmedos Montanos
Fleischmannia davidsmithii,BMHP,Bosques Muy Húmedos Premontanos
Fleischmannia ferreyrii,MA,Mesoandina
Fleischmannia fragilis,MA,Mesoandina
Fleischmannia lithophila,MA,Mesoandina
Fleischmannia mercedensis,BMHP,Bosques Muy Húmedos Premontanos
Fleischmannia petiolata,BMHM,Bosques Muy Húmedos Montanos
Fleischmannia petiolata,BMHP,Bosques Muy Húmedos Premontanos
Fleischmannia quirozii,MDE,Matorral Desértico
Fleischmannia rhodotephra,MA,Mesoandina
Fleischmannia sagasteguii,MDE,Matorral Desértico
Fleischmannia vargasii,BMHM,Bosques Muy Húmedos Montanos
Fleischmannia vargasii,BMHP,Bosques Muy Húmedos Premontanos
Flourensia angustifolia,MA,Mesoandina
Flourensia angustifolia,PSH,Puna Húmeda y Seca
Flourensia cajabambensis,MA,Mesoandina
Flourensia macrophylla,MA,Mesoandina
Flourensia peruviana,MA,Mesoandina
Flourensia polycephala,MA,Mesoandina
Galinsoga caligensis,Sin datos,Sin datos
Gamochaeta cabrerae,PSH,Puna Húmeda y Seca
Gamochaeta cabrerae,PAR,PAR
Gochnatia patazina,MA,Mesoandina
Gochnatia vargasii,MA,Mesoandina
Gochnatia vernonioides,MA,Mesoandina
Grindelia tarapacana var. verrucosa,MA,Mesoandina
Grosvenoria coelocaulis,MA,Mesoandina
Grosvenoria coelocaulis,PSH,Puna Húmeda y Seca
Guevaria micranthera,BMHM,Bosques Muy Húmedos Montanos
Guevaria micranthera,BMHM,Bosques Muy Húmedos Montanos
Guevaria vargasii,MA,Mesoandina
Gynoxys albifluminis,PSH,Puna Húmeda y Seca
Gynoxys albifluminis,AA,Altoandina
Gynoxys callacallana,BPM,Bosques Pluviales Montanos
Gynoxys capituliparva,BPM,Bosques Pluviales Montanos
Gynoxys caracensis,MA,Mesoandina
Gynoxys caracensis,PSH,Puna Húmeda y Seca
Gynoxys cerrateana,BPM,Bosques Pluviales Montanos
Gynoxys colanensis,BPM,Bosques Pluviales Montanos
Gynoxys compressissima,MA,Mesoandina
Gynoxys compressissima,PSH,Puna Húmeda y Seca
Gynoxys congestiflora,BMHM,Bosques Muy Húmedos Montanos
Gynoxys costihirsuta,BPM,Bosques Pluviales Montanos
Gynoxys cuatrecasasii,PAR,PAR
Gynoxys cuatrecasasii,BPM,Bosques Pluviales Montanos
Gynoxys cusilluyocana,PSH,Puna Húmeda y Seca
Gynoxys cutervensis,BMHM,Bosques Muy Húmedos Montanos
Gynoxys cuzcoensis,PSH,Puna Húmeda y Seca
Gynoxys cuzcoensis,BPM,Bosques Pluviales Montanos
Gynoxys dilloniana,PAR,PAR
Gynoxys fallax,MA,Mesoandina
Gynoxys ferreyrae,PAR,PAR
Gynoxys henrici,BMHM,Bosques Muy Húmedos Montanos
Gynoxys huanucona,Sin datos,Sin datos
Gynoxys huasahuasis,PSH,Puna Húmeda y Seca
Gynoxys hutchisonii,PAR,PAR
Gynoxys hutchisonii,BPM,Bosques Pluviales Montanos
Gynoxys hypoleucophylla,PAR,PAR
Gynoxys infralanata,PSH,Puna Húmeda y Seca
Gynoxys infralanata,BPM,Bosques Pluviales Montanos
Gynoxys jelskii,BMHM,Bosques Muy Húmedos Montanos
Gynoxys longistyla,MA,Mesoandina
Gynoxys longistyla,PSH,Puna Húmeda y Seca
Gynoxys macrophylla,BMHM,Bosques Muy Húmedos Montanos
Gynoxys malcabalensis,PAR,PAR
Gynoxys marcapatana,MA,Mesoandina
Gynoxys metcalfii,PSH,Puna Húmeda y Seca
Gynoxys monzonensis,BMHM,Bosques Muy Húmedos Montanos
Gynoxys myrtoides,MA,Mesoandina
Gynoxys nitida,MA,Mesoandina
Gynoxys oleifolia,PSH,Puna Húmeda y Seca
Gynoxys pachyphylla,Sin datos,Sin datos
Gynoxys pillahuatensis,PSH,Puna Húmeda y Seca
Gynoxys pillahuatensis,BMHM,Bosques Muy Húmedos Montanos
Gynoxys poggeana,MA,Mesoandina
Gynoxys poggeana,BPM,Bosques Pluviales Montanos
Gynoxys seleriana,MA,Mesoandina
Gynoxys soukupii,PAR,PAR
Gynoxys subamplectens,PSH,Puna Húmeda y Seca
Gynoxys subamplectens,BPM,Bosques Pluviales Montanos
Gynoxys tetroici,BS,Bosques Secos
Gynoxys tomentosissima,PAR,PAR
Gynoxys vacana,PSH,Puna Húmeda y Seca
Gynoxys visoensis,MA,Mesoandina
Gynoxys weberbaueri,Sin datos,Sin datos
Gynoxys woytkowskii,PSH,Puna Húmeda y Seca
Gynoxys yananoensis,MA,Mesoandina
Haplopappus ferreyrae,MA,Mesoandina
Haplopappus ferreyrae,PSH,Puna Húmeda y Seca
Haplopappus viridialbus,MA,Mesoandina
Hebeclinium beneolens,MA,Mesoandina
Hebeclinium beneolens,BMHM,Bosques Muy Húmedos Montanos
Hebeclinium vestitum,Sin datos,Sin datos
Heliopsis decumbens,MA,Mesoandina
Heliopsis decumbens,PAR,PAR
Helogyne calocephala,PAR,PAR
Helogyne ferreyrae,MA,Mesoandina
Helogyne hutchisonii,DST,Desierto Semicálido Tropical
Heterosperma ferreyrii,DST,Desierto Semicálido Tropical
Hieracium adenoconum,MA,Mesoandina
Hieracium cacrayense,MA,Mesoandina
Hieracium comasinum,BMHM,Bosques Muy Húmedos Montanos
Hieracium frigidulans,MA,Mesoandina
Hieracium infravillosulum,BMHM,Bosques Muy Húmedos Montanos
Hieracium mathewsii,Sin datos,Sin datos
Hieracium peruanum var. ayavacanum,MA,Mesoandina
Hieracium peruanum var. ayavacanum,PAR,PAR
Hieracium tallenganum,AA,Altoandina
Hieracium weberbauerianum,Sin datos,Sin datos
Holoschkuhria tetramera,BMHM,Bosques Muy Húmedos Montanos
Hughesia reginae,BMHM,Bosques Muy Húmedos Montanos
Hypochaeris mucida,PSH,Puna Húmeda y Seca
Jalcophila peruviana,PAR,PAR
Jungia amplistipula,MA,Mesoandina
Jungia gracilis,BMHM,Bosques Muy Húmedos Montanos
Jungia schuerae,MA,Mesoandina
Jungia stuebelii,PSH,Puna Húmeda y Seca
Jungia vitocensis,MA,Mesoandina
Jungia vitocensis,BMHM,Bosques Muy Húmedos Montanos
Kaunia eucosmoides,Sin datos,Sin datos
Koanophyllon flexilis,MA,Mesoandina
Koanophyllon huantae,MA,Mesoandina
Koanophyllon juninense,BMHP,Bosques Muy Húmedos Premontanos
Koanophyllon sagasteguii,MA,Mesoandina
Lepidaploa davidsmithii,BPM,Bosques Pluviales Montanos
Lepidaploa ferreyrae,MA,Mesoandina
Lepidaploa rimachii,BMHP,Bosques Muy Húmedos Premontanos
Lepidaploa sanmartinensis,BHA,Bosques Húmedos Amazónicos
Liabum diehlii,BMHP,Bosques Muy Húmedos Premontanos
Liabum ferreyrii,BMHM,Bosques Muy Húmedos Montanos
Liabum macbridei,BMHP,Bosques Muy Húmedos Premontanos
Liabum nudicaule,BMHM,Bosques Muy Húmedos Montanos
Liabum sandemannii,BMHM,Bosques Muy Húmedos Montanos
Liabum saundersii,BMHP,Bosques Muy Húmedos Premontanos
Liabum vargasii,BMHM,Bosques Muy Húmedos Montanos
Liabum wurdackii,BS,Bosques Secos
Liabum wurdackii,BMHM,Bosques Muy Húmedos Montanos
Llerasia hutchisonii,MA,Mesoandina
Llerasia pascoensis,BMHM,Bosques Muy Húmedos Montanos
Llerasia sanmartinensis,BMHM,Bosques Muy Húmedos Montanos
Loricaria lycopodinea,PSH,Puna Húmeda y Seca
Loricaria lycopodinea,PAR,PAR
Loricaria thuyoides var. stuebelii,PAR,PAR
Luciliocline plicatifolia,MA,Mesoandina
Luciliocline plicatifolia,PAR,PAR
Luciliocline spathulifolia,PAR,PAR
Lycoseris peruviana,BMHP,Bosques Muy Húmedos Premontanos
Mikania areolata,BPM,Bosques Pluviales Montanos
Mikania arthroclada,BMHM,Bosques Muy Húmedos Montanos
Mikania brevifaucia,MA,Mesoandina
Mikania brevifaucia,BPM,Bosques Pluviales Montanos
Mikania brooksii,BHA,Bosques Húmedos Amazónicos
Mikania bulbisetifera,BMHM,Bosques Muy Húmedos Montanos
Mikania bulbisetifera,BMHP,Bosques Muy Húmedos Premontanos
Mikania bullata,BMHP,Bosques Muy Húmedos Premontanos
Mikania carnosa,BMHM,Bosques Muy Húmedos Montanos
Mikania conglomerata,BMHP,Bosques Muy Húmedos Premontanos
Mikania conglomerata,BHA,Bosques Húmedos Amazónicos
Mikania crassifolia,BMHM,Bosques Muy Húmedos Montanos
Mikania cutervensis,MA,Mesoandina
Mikania dudleyi,BMHM,Bosques Muy Húmedos Montanos
Mikania filicifolia,MA,Mesoandina
Mikania filicifolia,BMHM,Bosques Muy Húmedos Montanos
Mikania filicifolia,BMHP,Bosques Muy Húmedos Premontanos
Mikania glandulifera,BHA,Bosques Húmedos Amazónicos
Mikania hensoldiana,BMHP,Bosques Muy Húmedos Premontanos
Mikania hexagonocaulis,BMHP,Bosques Muy Húmedos Premontanos
Mikania huanucoensis,BMHP,Bosques Muy Húmedos Premontanos
Mikania infesta,BMHP,Bosques Muy Húmedos Premontanos
Mikania inornata,BMHP,Bosques Muy Húmedos Premontanos
Mikania iquitosensis,BHA,Bosques Húmedos Amazónicos
Mikania jelskii,BMHM,Bosques Muy Húmedos Montanos
Mikania lancifolia,BMHM,Bosques Muy Húmedos Montanos
Mikania lasiopoda,BMHP,Bosques Muy Húmedos Premontanos
Mikania lasiopoda,BHA,Bosques Húmedos Amazónicos
Mikania macrostipulata,BMHM,Bosques Muy Húmedos Montanos
Mikania oreopola,BMHM,Bosques Muy Húmedos Montanos
Mikania oreopola,BMHP,Bosques Muy Húmedos Premontanos
Mikania oreopola,BHA,Bosques Húmedos Amazónicos
Mikania parvicapitulata,BPM,Bosques Pluviales Montanos
Mikania pendula,BMHM,Bosques Muy Húmedos Montanos
Mikania shushunensis,BHA,Bosques Húmedos Amazónicos
Mikania tambillensis,BMHM,Bosques Muy Húmedos Montanos
Mikania violaefolia,BPM,Bosques Pluviales Montanos
Mikania wurdackii,BMHM,Bosques Muy Húmedos Montanos
Monactis flaverioides,MA,Mesoandina
Monactis hieronymi,BMHM,Bosques Muy Húmedos Montanos
Monactis jelskii,Sin datos,Sin datos
Monactis wurdackii,BMHM,Bosques Muy Húmedos Montanos
Munnozia affinis,BMHM,Bosques Muy Húmedos Montanos
Munnozia angusta,BMHM,Bosques Muy Húmedos Montanos
Munnozia convencionensis,Sin datos,Sin datos
Munnozia ferreyrii,MA,Mesoandina
Munnozia herrerae,BPM,Bosques Pluviales Montanos
Munnozia herrerae,BMHM,Bosques Muy Húmedos Montanos
Munnozia lanceolata,MA,Mesoandina
Munnozia luyensis,BMHM,Bosques Muy Húmedos Montanos
Munnozia olearioides,PAR,PAR
Munnozia oxyphylla,Sin datos,Sin datos
Munnozia peruensis,BPM,Bosques Pluviales Montanos
Munnozia sagasteguii,MA,Mesoandina
Munnozia silphioides,BMHM,Bosques Muy Húmedos Montanos
Munnozia smithii,BMHM,Bosques Muy Húmedos Montanos
Munnozia trinervis,MA,Mesoandina
Mutisia arequipensis,MA,Mesoandina
Mutisia arequipensis,PSH,Puna Húmeda y Seca
Mutisia mathewsii,PSH,Puna Húmeda y Seca
Mutisia mathewsii,AA,Altoandina
Mutisia pulcherrima,BMHM,Bosques Muy Húmedos Montanos
Mutisia rauhii,MA,Mesoandina
Mutisia venusta,MA,Mesoandina
Mutisia venusta,PSH,Puna Húmeda y Seca
Mutisia wurdackii,BMHM,Bosques Muy Húmedos Montanos
Neocuatrecasia cuzcoensis,PSH,Puna Húmeda y Seca
Neocuatrecasia dispar,BMHM,Bosques Muy Húmedos Montanos
Neocuatrecasia hirtella,PSH,Puna Húmeda y Seca
Neocuatrecasia mancoana,PSH,Puna Húmeda y Seca
Neocuatrecasia sandiensis,PSH,Puna Húmeda y Seca
Neocuatrecasia sessilifolia,PSH,Puna Húmeda y Seca
Neocuatrecasia weddellii,PSH,Puna Húmeda y Seca
Nothobaccharis candolleana,MDE,Matorral Desértico
Noticastrum macbridei,MA,Mesoandina
Onoseris acerifolia,MDE,Matorral Desértico
Onoseris acerifolia,BS,Bosques Secos
Onoseris amplexicaulis,MDE,Matorral Desértico
Onoseris annua,MDE,Matorral Desértico
Onoseris annua,MA,Mesoandina
Onoseris cabrerae,BS,Bosques Secos
Onoseris castelnaeana,MA,Mesoandina
Onoseris chrysactinioides,MA,Mesoandina
Onoseris cummingii,DCT,Desierto Cálido Tropical
Onoseris humboldtiana,DST,Desierto Semicálido Tropical
Onoseris linearifolia,MDE,Matorral Desértico
Onoseris linearifolia,MA,Mesoandina
Onoseris lopezii,DST,Desierto Semicálido Tropical
Onoseris lopezii,MA,Mesoandina
Onoseris macbridei,MDE,Matorral Desértico
Onoseris macbridei,MA,Mesoandina
Onoseris minima,MDE,Matorral Desértico
Onoseris odorata,DST,Desierto Semicálido Tropical
Onoseris odorata,MDE,Matorral Desértico
Onoseris odorata,MA,Mesoandina
Onoseris weberbaueri,BS,Bosques Secos
Ophryosporus apricus,BMHM,Bosques Muy Húmedos Montanos
Ophryosporus bipinnatifidus,DST,Desierto Semicálido Tropical
Ophryosporus ferreyrii,MA,Mesoandina
Ophryosporus ferreyrii,PSH,Puna Húmeda y Seca
Ophryosporus galioides,DST,Desierto Semicálido Tropical
Ophryosporus galioides,MDE,Matorral Desértico
Ophryosporus galioides,MA,Mesoandina
Ophryosporus hartwegii,Sin datos,Sin datos
Ophryosporus hoppii,MA,Mesoandina
Ophryosporus macbridei,MA,Mesoandina
Ophryosporus mathewsii,Sin datos,Sin datos
Ophryosporus ovatus,Sin datos,Sin datos
Ophryosporus pubescens,DST,Desierto Semicálido Tropical
Ophryosporus pubescens,MDE,Matorral Desértico
Ophryosporus sagasteguii,MA,Mesoandina
Oritrophium aciculifolium,PAR,PAR
Oritrophium callacallense,Sin datos,Sin datos
Oritrophium hirtopilosum,PAR,PAR
Oyedaea oxylepis,BMHM,Bosques Muy Húmedos Montanos
Oyedaea wedelioides,BHA,Bosques Húmedos Amazónicos
Pappobolus acuminatus,BMHM,Bosques Muy Húmedos Montanos
Pappobolus acutifolia,MDE,Matorral Desértico
Pappobolus acutifolia,MA,Mesoandina
Pappobolus amoenus var. amoenus,MA,Mesoandina
Pappobolus amoenus var. lambayequensis,MA,Mesoandina
Pappobolus andinus,MA,Mesoandina
Pappobolus cajamarcensis,MA,Mesoandina
Pappobolus cinerascens,MA,Mesoandina
Pappobolus davidii,PSH,Puna Húmeda y Seca
Pappobolus decumbens,MA,Mesoandina
Pappobolus decumbens,PAR,PAR
Pappobolus discolor,MA,Mesoandina
Pappobolus discolor,PAR,PAR
Pappobolus hutchisonii,BS,Bosques Secos
Pappobolus jelskii,MA,Mesoandina
Pappobolus jelskii,PAR,PAR
Pappobolus lanatus var. lanatus,MA,Mesoandina
Pappobolus lanatus var. sanctae,MA,Mesoandina
Pappobolus lodicatus,PAR,PAR
Pappobolus mathewsii var. mathewsii,MA,Mesoandina
Pappobolus mathewsii var. occidentalis,MA,Mesoandina
Pappobolus mathewsii var. viridifolius,MA,Mesoandina
Pappobolus microphyllus var. microphyllus,MA,Mesoandina
Pappobolus microphyllus var. microphyllus,PAR,PAR
Pappobolus microphyllus var. dillonii,PAR,PAR
Pappobolus microphyllus var. libertadianus,MA,Mesoandina
Pappobolus microphyllus var. soukupii,MA,Mesoandina
Pappobolus mollicomus,MA,Mesoandina
Pappobolus sagasteguii,MA,Mesoandina
Pappobolus sagasteguii,BS,Bosques Secos
